tile,row,col,lat,lon,source
Sao_Nicolau_tile13.tif,117,162,16.6342341,-24.3210135,Highscore
Sao_Nicolau_tile14.tif,457,135,16.6454863,-24.3229866,Highscore
Sao_Nicolau_tile9.tif,412,233,16.6497405,-24.3614525,Highscore
Sao_Nicolau_tile14.tif,444,170,16.6467120,-24.3197304,Highscore
Sao_Nicolau_tile14.tif,456,135,16.6455766,-24.3229882,Highscore
Sao_Nicolau_tile9.tif,469,206,16.6445557,-24.3638902,al
Sao_Nicolau_tile8.tif,3,214,16.6445557,-24.3638902,al
Sao_Nicolau_tile36.tif,42,76,16.5567071,-24.0912838,al
Sao_Nicolau_tile12.tif,286,172,16.5769307,-24.3198409,al
Sao_Nicolau_tile3.tif,38,514,16.6418925,-24.3833195,al
Sao_Nicolau_tile13.tif,293,172,16.6183658,-24.3198040,al
Sao_Nicolau_tile13.tif,281,486,16.6199168,-24.2904313,al
Sao_Nicolau_tile9.tif,463,227,16.6451290,-24.3619338,al
Sao_Nicolau_tile13.tif,296,149,16.6180606,-24.3219521,al
Sao_Nicolau_tile14.tif,452,132,16.6459331,-24.3232752,al
Sao_Nicolau_tile13.tif,46,26,16.6404372,-24.3338550,al
Sao_Nicolau_tile14.tif,441,132,16.6469258,-24.3232924,al
Sao_Nicolau_tile14.tif,452,144,16.6459511,-24.3221519,al
Sao_Nicolau_tile13.tif,282,489,16.6198310,-24.2901489,al
Sao_Nicolau_tile12.tif,134,457,16.5910725,-24.2934036,al
Sao_Nicolau_tile8.tif,21,244,16.6429769,-24.3610535,al
Sao_Nicolau_tile7.tif,364,324,16.5700793,-24.3530456,al
Sao_Nicolau_tile13.tif,271,98,16.6202403,-24.3267646,al
Sao_Nicolau_tile9.tif,438,217,16.6473699,-24.3629093,al
Sao_Nicolau_tile14.tif,413,137,16.6494601,-24.3228679,al
Sao_Nicolau_tile8.tif,79,361,16.6379201,-24.3500102,al
Sao_Nicolau_tile8.tif,357,431,16.6129380,-24.3430227,al
Sao_Nicolau_tile9.tif,374,257,16.6532061,-24.3592656,al
Sao_Nicolau_tile13.tif,253,19,16.6217460,-24.3341872,al
Sao_Nicolau_tile14.tif,436,123,16.6473635,-24.3241427,al
Sao_Nicolau_tile8.tif,71,448,16.6387734,-24.3418788,al
Sao_Nicolau_tile7.tif,374,328,16.5691828,-24.3526556,al
Sao_Nicolau_tile14.tif,429,132,16.6480087,-24.3233111,al
Sao_Nicolau_tile7.tif,367,323,16.5698070,-24.3531345,al
Sao_Nicolau_tile8.tif,98,419,16.6362931,-24.3445512,al
Sao_Nicolau_tile9.tif,451,213,16.6461906,-24.3632633,al
Sao_Nicolau_tile13.tif,315,304,16.6165776,-24.3074145,al
Sao_Nicolau_tile9.tif,453,213,16.6460102,-24.3632601,al
Sao_Nicolau_tile12.tif,61,154,16.5972092,-24.3218742,al
Sao_Nicolau_tile7.tif,381,316,16.5685330,-24.3537676,al
Sao_Nicolau_tile8.tif,89,375,16.6370388,-24.3486840,al
Sao_Nicolau_tile9.tif,464,213,16.6450175,-24.3632428,al
Sao_Nicolau_tile14.tif,421,172,16.6487907,-24.3195789,al
Sao_Nicolau_tile36.tif,49,172,16.5562084,-24.0822888,al
Sao_Nicolau_tile14.tif,429,111,16.6479772,-24.3252770,al
Sao_Nicolau_tile9.tif,449,196,16.6463453,-24.3648578,al
Sao_Nicolau_tile12.tif,275,176,16.5779294,-24.3194836,al
Sao_Nicolau_tile3.tif,35,492,16.6421296,-24.3853836,al
Sao_Nicolau_tile23.tif,135,151,16.6325605,-24.2268793,al
Sao_Nicolau_tile7.tif,380,329,16.5686429,-24.3525527,al
Sao_Nicolau_tile4.tif,430,382,16.6483804,-24.3950443,al
Sao_Nicolau_tile14.tif,262,176,16.6631458,-24.3194519,al
Brava_tile1.tif,52,303,14.8652311,-24.7237286,al
Santiago_tile43.tif,421,12,15.0368624,-23.6042750,al
Santo_Antao_tile37.tif,477,110,16.9914315,-25.1293096,al
Brava_tile2.tif,204,367,14.8861792,-24.7174999,al
Santo_Antao_tile47.tif,279,278,17.1447670,-25.0672972,al
Santiago_tile32.tif,4,71,15.0295324,-23.6445239,al
Maio_tile10.tif,132,401,15.1450712,-23.1218453,al
Santiago_tile73.tif,493,113,15.0304438,-23.4588219,al
Santo_Antao_tile23.tif,484,386,16.9913188,-25.1965156,al
Santo_Antao_tile47.tif,161,250,17.1553535,-25.0701553,al
Brava_tile1.tif,362,201,14.8371088,-24.7327093,al
Santo_Antao_tile25.tif,142,114,17.1117212,-25.2227512,al
Santo_Antao_tile54.tif,388,19,17.1343936,-25.0448362,al
Santo_Antao_tile40.tif,387,404,17.1352270,-25.1018949,al
Santo_Antao_tile60.tif,44,20,17.1204248,-24.9988460,al
Sao_Nicolau_tile8.tif,19,240,16.6431513,-24.3614311,al
Santiago_tile54.tif,19,94,15.1183977,-23.5517082,al
Fogo_tile10.tif,347,150,14.9859056,-24.4477196,al
Santo_Antao_tile40.tif,366,340,17.1369991,-25.1079388,al
Fogo_tile16.tif,0,159,15.0172281,-24.3998318,al
Santo_Antao_tile46.tif,103,488,17.1159286,-25.0480003,al
Sao_Nicolau_tile14.tif,363,142,16.6539803,-24.3224773,al
Brava_tile1.tif,384,167,14.8350725,-24.7358284,al
Santiago_tile54.tif,469,127,15.0777884,-23.5481548,al
Fogo_tile13.tif,429,343,14.8521070,-24.3821964,al
Santo_Antao_tile46.tif,141,424,17.1123810,-25.0539284,al
Santo_Antao_tile60.tif,108,15,17.1146450,-24.9991913,al
Santiago_tile15.tif,376,12,15.1311836,-23.7402534,al
Santo_Antao_tile40.tif,222,370,17.1500397,-25.1054096,al
Santo_Antao_tile60.tif,219,21,17.1046467,-24.9984150,al
Santiago_tile55.tif,389,313,15.1302853,-23.5309258,al
Sao_Nicolau_tile14.tif,446,147,16.6464977,-24.3218803,al
Santiago_tile32.tif,65,94,15.0240479,-23.6423187,al
Santo_Antao_tile40.tif,297,443,17.1434155,-25.0984154,al
Santo_Antao_tile40.tif,312,147,17.1414986,-25.1261444,al
Santiago_tile64.tif,189,113,15.1030273,-23.5044746,al
Sao_Nicolau_tile7.tif,365,324,16.5699883,-24.3530445,al
Santiago_tile46.tif,323,182,15.1812105,-23.5885506,al
Santo_Antao_tile46.tif,188,356,17.1080151,-25.0602112,al
Santo_Antao_tile32.tif,1,423,17.1250057,-25.1474476,al
Sao_Vicente_tile6.tif,399,400,16.8540878,-25.0050945,al
Fogo_tile23.tif,354,60,15.0273752,-24.3609791,al
Fogo_tile17.tif,374,406,15.0260639,-24.3763771,al
Santo_Antao_tile60.tif,108,29,17.1146698,-24.9978790,al
Brava_tile1.tif,128,465,14.8586178,-24.7085838,al
Sao_Nicolau_tile7.tif,384,321,16.5682697,-24.3532944,al
Santo_Antao_tile47.tif,223,481,17.1501999,-25.0483685,al
Santiago_tile44.tif,80,418,15.1132574,-23.5668964,al
Sao_Nicolau_tile8.tif,93,400,16.6367149,-24.3463383,al
Santo_Antao_tile40.tif,151,372,17.1564445,-25.1053638,al
Santo_Antao_tile39.tif,147,312,17.1116791,-25.1110401,al
Santo_Antao_tile30.tif,151,172,17.0209846,-25.1706467,al
Sao_Nicolau_tile8.tif,97,393,16.6363449,-24.3469868,al
Santiago_tile54.tif,205,329,15.1018438,-23.5296593,al
Santiago_tile8.tif,435,401,15.2615871,-23.7492886,al
Santiago_tile33.tif,409,70,15.0380278,-23.6441631,al
Santiago_tile46.tif,254,24,15.1872730,-23.6033211,al
Santiago_tile24.tif,7,294,15.1196604,-23.6691628,al
Santo_Antao_tile54.tif,318,262,17.1411610,-25.0221844,al
Santiago_tile33.tif,221,389,15.0553503,-23.6147251,al
Sao_Vicente_tile6.tif,430,281,16.8510742,-25.0161800,al
Santiago_tile54.tif,43,350,15.1164980,-23.5278797,al
Santiago_tile45.tif,362,458,15.1329060,-23.5628548,al
Sao_Nicolau_tile14.tif,396,184,16.6510639,-24.3184948,al
Santiago_tile23.tif,69,361,15.0690622,-23.6628609,al
Santo_Antao_tile33.tif,499,267,17.1249065,-25.1610470,al
Santiago_tile41.tif,480,287,14.9416742,-23.5785961,al
Santo_Antao_tile40.tif,237,384,17.1487122,-25.1040688,al
Santo_Antao_tile53.tif,105,457,17.1157169,-25.0042801,al
Sao_Nicolau_tile14.tif,453,134,16.6458454,-24.3230858,al
Santiago_tile32.tif,243,10,15.0078812,-23.6499271,al
Brava_tile2.tif,362,243,14.8717375,-24.7287579,al
Santiago_tile55.tif,453,423,15.1246185,-23.5206299,al
Santiago_tile43.tif,82,163,15.0676413,-23.5906124,al
Santo_Antao_tile53.tif,125,5,17.1130924,-25.0000973,Highscore
Santo_Antao_tile25.tif,428,495,17.0866814,-25.1864567,Highscore
Maio_tile6.tif,268,406,15.1793022,-23.1613560,Highscore
Santo_Antao_tile31.tif,285,281,17.0541191,-25.1602249,Highscore
Boa_Vista_tile28.tif,165,304,16.1788311,-22.7629280,Highscore
Santo_Antao_tile26.tif,234,379,17.1490421,-25.1977043,Highscore
Santo_Antao_tile8.tif,317,190,16.9610233,-25.3083878,Highscore
Santo_Antao_tile23.tif,324,193,17.0053692,-25.2149200,Highscore
Santo_Antao_tile23.tif,248,379,17.0125809,-25.1976452,Highscore
Santiago_tile8.tif,388,430,15.2658644,-23.7466469,Highscore
Fogo_tile7.tif,147,455,14.8777304,-24.4197235,Highscore
Boa_Vista_tile28.tif,254,137,16.1706600,-22.7784710,Highscore
Sao_Nicolau_tile8.tif,414,279,16.6075649,-24.3571606,Highscore
Santiago_tile33.tif,168,147,15.0598764,-23.6372757,Highscore
Santiago_tile52.tif,480,437,14.9868708,-23.5193806,Highscore
Santiago_tile13.tif,49,113,15.0705967,-23.7312031,Highscore
Santiago_tile23.tif,364,127,15.0421629,-23.6842747,Highscore
Santiago_tile25.tif,426,233,15.1269159,-23.6743679,Highscore
Santiago_tile43.tif,130,93,15.0632315,-23.5970650,Highscore
Santiago_tile51.tif,284,480,14.9595413,-23.5155315,Highscore
Santiago_tile7.tif,334,399,15.2255449,-23.7496567,Highscore
Santiago_tile44.tif,184,172,15.1036043,-23.5896530,Highscore
Maio_tile5.tif,224,424,15.1368513,-23.1597157,Highscore
Fogo_tile2.tif,361,477,14.9007015,-24.4649220,Highscore
Santo_Antao_tile26.tif,457,496,17.1291656,-25.1862812,Highscore
Santiago_tile42.tif,87,244,15.0222006,-23.5829983,Highscore
Santiago_tile3.tif,136,245,15.0628815,-23.7641945,Highscore
Santiago_tile34.tif,252,305,15.0975351,-23.6224918,Highscore
Sal_tile12.tif,64,20,16.6209431,-22.9106789,Highscore
Santo_Antao_tile30.tif,181,190,17.0183144,-25.1688995,Highscore
Maio_tile6.tif,269,407,15.1792126,-23.1612625,Highscore
Santo_Antao_tile22.tif,11,423,16.9890251,-25.1940269,Highscore
Boa_Vista_tile28.tif,160,301,16.1792812,-22.7632122,Highscore
Santo_Antao_tile26.tif,233,379,17.1491318,-25.1977062,Highscore
Santo_Antao_tile8.tif,317,189,16.9610214,-25.3084831,Highscore
Santo_Antao_tile23.tif,323,195,17.0054626,-25.2147350,Highscore
Santo_Antao_tile23.tif,208,362,17.0161533,-25.1993198,Highscore
Sao_Nicolau_tile13.tif,281,495,16.6199303,-24.2895889,Highscore
Santo_Antao_tile18.tif,164,115,17.1097546,-25.2691307,Highscore
Sao_Nicolau_tile8.tif,415,279,16.6074734,-24.3571587,Highscore
Santiago_tile13.tif,39,125,15.0715132,-23.7300987,Highscore
Santiago_tile23.tif,334,274,15.0450335,-23.6706486,Highscore
Santiago_tile25.tif,425,231,15.1270037,-23.6745548,Highscore
Santiago_tile33.tif,302,287,15.0479250,-23.6241150,Highscore
Maio_tile5.tif,224,423,15.1368504,-23.1598091,Highscore
Santiago_tile35.tif,170,33,15.1498098,-23.6478729,Highscore
Santo_Antao_tile24.tif,390,325,17.0447712,-25.2023964,Highscore
Santiago_tile15.tif,317,335,15.1368742,-23.7102928,Highscore
Boa_Vista_tile28.tif,161,301,16.1791897,-22.7632122,Highscore
Boa_Vista_tile33.tif,56,273,16.1414986,-22.7201500,Highscore
Santo_Antao_tile8.tif,302,209,16.9624138,-25.3066406,Highscore
Santo_Antao_tile23.tif,325,194,17.0052814,-25.2148247,Highscore
Santo_Antao_tile23.tif,207,363,17.0162468,-25.1992283,Highscore
Santiago_tile8.tif,382,422,15.2663975,-23.7473984,Highscore
Sao_Nicolau_tile8.tif,416,278,16.6073818,-24.3572502,Highscore
Santiago_tile13.tif,51,115,15.0704184,-23.7310143,Highscore
Santiago_tile23.tif,364,128,15.0421648,-23.6841831,Highscore
Santiago_tile24.tif,69,296,15.1140633,-23.6689072,Highscore
Santiago_tile43.tif,130,100,15.0632391,-23.5964146,Highscore
Santiago_tile21.tif,291,328,14.9587402,-23.6656742,Highscore
Santiago_tile51.tif,337,5,14.9542637,-23.5596046,Highscore
Santiago_tile33.tif,304,288,15.0477457,-23.6240196,Highscore
Santo_Antao_tile22.tif,12,424,16.9889374,-25.1939316,Highscore
Santiago_tile34.tif,254,306,15.0973549,-23.6223984,Highscore
Boa_Vista_tile28.tif,164,304,16.1789227,-22.7629280,Highscore
Santo_Antao_tile23.tif,324,195,17.0053730,-25.2147331,Highscore
Boa_Vista_tile28.tif,254,136,16.1706581,-22.7785645,Highscore
Santo_Antao_tile23.tif,207,364,17.0162487,-25.1991348,Highscore
Santiago_tile43.tif,130,92,15.0632305,-23.5971584,Highscore
Santiago_tile46.tif,330,189,15.1805859,-23.5878925,Highscore
Sao_Nicolau_tile8.tif,416,279,16.6073837,-24.3571568,Highscore
Santiago_tile13.tif,37,196,15.0717735,-23.7235031,Highscore
Santiago_tile24.tif,139,315,15.1077623,-23.6670609,Highscore
Santiago_tile25.tif,421,202,15.1273327,-23.6772556,Highscore
Santo_Antao_tile37.tif,474,116,16.9917126,-25.1287537,Highscore
Santiago_tile23.tif,23,289,15.0731373,-23.6696033,Highscore
Santiago_tile24.tif,252,160,15.0973873,-23.6813431,Highscore
Santo_Antao_tile47.tif,100,216,17.1607895,-25.0734634,Highscore
Santo_Antao_tile53.tif,126,5,17.1130028,-25.0000954,Highscore
Santo_Antao_tile30.tif,180,172,17.0183697,-25.1705894,Highscore
Santiago_tile54.tif,63,404,15.1147480,-23.5228386,Highscore
Santo_Antao_tile31.tif,304,318,17.0524769,-25.1567192,Highscore
Santiago_tile45.tif,351,122,15.1335430,-23.5941086,Highscore
Santiago_tile15.tif,316,334,15.1369638,-23.7103863,Highscore
Sao_Vicente_tile6.tif,427,270,16.8513241,-25.0172157,Highscore
Santo_Antao_tile26.tif,233,380,17.1491337,-25.1976128,Highscore
Boa_Vista_tile28.tif,163,301,16.1790104,-22.7632103,Highscore
Santiago_tile8.tif,438,387,15.2613001,-23.7505875,ProbableAgri
Santo_Antao_tile40.tif,199,421,17.1522102,-25.1006737,ProbableAgri
Santo_Antao_tile8.tif,324,183,16.9603786,-25.3090305,ProbableAgri
Sao_Nicolau_tile7.tif,369,329,16.5696354,-24.3525696,ProbableAgri
Santo_Antao_tile9.tif,66,69,17.0284081,-25.3202419,ProbableAgri
Sao_Nicolau_tile12.tif,284,174,16.5771141,-24.3196564,ProbableAgri
Santiago_tile35.tif,163,23,15.1504307,-23.6488113,ProbableAgri
Santiago_tile12.tif,321,494,15.0013838,-23.6955681,ProbableAgri
Santiago_tile17.tif,320,414,15.2268353,-23.7028828,ProbableAgri
Santiago_tile53.tif,127,192,15.0636692,-23.5425014,ProbableAgri
Brava_tile3.tif,8,171,14.8343592,-24.6906357,ProbableAgri
Sao_Nicolau_tile23.tif,139,495,16.6326981,-24.1946678,ProbableAgri
Fogo_tile13.tif,116,186,14.8801413,-24.3972073,ProbableAgri
Santo_Antao_tile8.tif,324,182,16.9603767,-25.3091240,ProbableAgri
Sao_Nicolau_tile7.tif,381,323,16.5685444,-24.3531132,ProbableAgri
Sao_Nicolau_tile12.tif,276,178,16.5778427,-24.3192940,ProbableAgri
Santiago_tile12.tif,473,409,14.9875622,-23.7032928,ProbableAgri
Santiago_tile17.tif,324,414,15.2264738,-23.7028790,ProbableAgri
Santiago_tile53.tif,126,192,15.0637598,-23.5425034,ProbableAgri
Fogo_tile19.tif,373,419,14.8572388,-24.3276081,ProbableAgri
Brava_tile5.tif,370,150,14.8708887,-24.6919975,ProbableAgri
Brava_tile2.tif,377,253,14.8703995,-24.7278080,HardNeg
Sao_Nicolau_tile14.tif,417,163,16.6491375,-24.3204269,HardNeg
Santo_Antao_tile32.tif,184,316,17.1083012,-25.1571140,HardNeg
Santiago_tile37.tif,217,9,15.2356844,-23.6500607,HardNeg
Santo_Antao_tile8.tif,338,210,16.9591694,-25.3064728,HardNeg
Santo_Antao_tile40.tif,234,73,17.1483879,-25.1332378,HardNeg
Sao_Nicolau_tile14.tif,421,154,16.6487637,-24.3212643,HardNeg
Santo_Antao_tile54.tif,453,316,17.1290894,-25.0168571,HardNeg
Santo_Antao_tile54.tif,455,314,17.1289043,-25.0170403,HardNeg
Boa_Vista_tile28.tif,175,282,16.1779118,-22.7649765,HardNeg
Santo_Antao_tile25.tif,49,41,17.1199627,-25.2297840,HardNeg
Santiago_tile15.tif,315,336,15.1370564,-23.7102013,HardNeg
Santo_Antao_tile23.tif,303,187,17.0072498,-25.2155247,HardNeg
Santiago_tile64.tif,244,56,15.0980005,-23.5097160,HardNeg
Santo_Antao_tile23.tif,248,381,17.0125847,-25.1974583,HardNeg
Sao_Nicolau_tile9.tif,419,237,16.6491146,-24.3610668,HardNeg
Santo_Antao_tile60.tif,90,40,17.1163139,-24.9968815,HardNeg
Santo_Antao_tile32.tif,221,301,17.1049366,-25.1584454,HardNeg
Boa_Vista_tile28.tif,165,302,16.1788292,-22.7631149,HardNeg
Santiago_tile34.tif,246,305,15.0980768,-23.6224995,HardNeg
Santo_Antao_tile23.tif,57,103,17.0292625,-25.2238941,HardNeg
Santo_Antao_tile23.tif,303,188,17.0072517,-25.2154312,HardNeg
Boa_Vista_tile28.tif,341,484,16.1630669,-22.7459564,HardNeg
Santo_Antao_tile8.tif,348,237,16.9583225,-25.3039227,HardNeg
Santiago_tile36.tif,127,300,15.1990576,-23.6230927,HardNeg
Santo_Antao_tile60.tif,38,31,17.1209869,-24.9978256,HardNeg
Santo_Antao_tile25.tif,420,496,17.0874043,-25.1863785,HardNeg
Boa_Vista_tile28.tif,166,303,16.1787395,-22.7630196,HardNeg
Santo_Antao_tile23.tif,325,195,17.0052834,-25.2147312,HardNeg
Santo_Antao_tile60.tif,51,20,17.1197929,-24.9988327,HardNeg
Santo_Antao_tile33.tif,212,373,17.1509857,-25.1516838,HardNeg
Boa_Vista_tile28.tif,165,303,16.1788311,-22.7630215,HardNeg
Santo_Antao_tile60.tif,47,17,17.1201496,-24.9991207,HardNeg
Santo_Antao_tile19.tif,476,481,17.1274452,-25.2341747,HardNeg
Boa_Vista_tile28.tif,164,303,16.1789207,-22.7630215,HardNeg
Santo_Antao_tile60.tif,52,20,17.1197033,-24.9988308,HardNeg
Santo_Antao_tile25.tif,421,496,17.0873146,-25.1863766,HardNeg
Santiago_tile37.tif,216,10,15.2357759,-23.6499691,HardNeg
Brava_tile5.tif,286,72,14.8783503,-24.6993637,HardNeg
Santo_Antao_tile47.tif,296,282,17.1432419,-25.0668888,HardNeg
Santo_Antao_tile60.tif,9,42,17.1236210,-24.9968510,HardNeg
Santo_Antao_tile32.tif,406,5,17.0876865,-25.1858215,HardNeg
Santiago_tile37.tif,219,8,15.2355032,-23.6501522,HardNeg
Santo_Antao_tile8.tif,343,211,16.9587212,-25.3063679,HardNeg
Santo_Antao_tile60.tif,44,19,17.1204224,-24.9989395,HardNeg
Santo_Antao_tile33.tif,467,248,17.1277542,-25.1628933,HardNeg
Boa_Vista_tile28.tif,339,481,16.1632462,-22.7462387,HardNeg
Santo_Antao_tile60.tif,76,23,17.1175442,-24.9985027,HardNeg
Boa_Vista_tile28.tif,340,483,16.1631565,-22.7460518,HardNeg
Santo_Antao_tile46.tif,168,454,17.1100025,-25.0510616,HardNeg
Santo_Antao_tile32.tif,484,15,17.0806732,-25.1847267,HardNeg
Santo_Antao_tile33.tif,468,248,17.1276646,-25.1628914,HardNeg
Boa_Vista_tile28.tif,340,482,16.1631565,-22.7461452,HardNeg
